We	PRP	-	-	-	-	-	False
have	VBP	-	-	-	-	-	False
a	DT	-	-	-	-	-	False
huge	JJ	-	-	-	-	-	False
vested	JJ	-	-	-	-	-	False
interest	NN	-	-	-	-	-	False
in	IN	-	-	-	-	-	False
it	PRP	-	-	-	-	-	False
,	,	-	-	-	-	-	False
partly	RB	-	-	-	-	-	False
because	IN	-	-	-	-	-	False
it	PRP	-	-	-	-	-	False
's	VBZ	-	-	-	-	-	False
education	NN	education.n	Education_teaching	111	-	-	False
that	WDT	-	-	-	-	-	False
's	VBZ	-	-	-	-	-	False
meant	VBN	-	-	-	-	-	False
to	TO	-	-	-	-	-	False
take	VB	-	-	-	-	-	False
us	PRP	-	-	-	-	-	False
into	IN	-	-	-	-	-	False
this	DT	-	-	-	-	-	False
future	NN	-	-	-	-	-	False
that	IN	-	-	-	-	-	False
we	PRP	-	-	-	-	-	False
ca	MD	-	-	-	-	-	False
n't	RB	-	-	-	-	-	False
grasp	VB	-	-	-	-	-	False
.	.	-	-	-	-	-	False

Nos	FW	-	-	-	-	-	False
interessamos	FW	-	-	-	-	-	False
tanto	FW	-	-	-	-	-	False
por	FW	-	-	-	-	-	False
ela	FW	-	-	-	-	-	False
em	FW	-	-	-	-	-	False
parte	FW	-	-	-	-	-	False
porque	FW	-	-	-	-	-	False
é	FW	-	-	-	-	-	False
da	FW	-	-	-	-	-	False
educação	FW	educação.n	Education_teaching	111	-	-	False
o	FW	-	-	-	-	-	False
papel	FW	-	-	-	-	-	False
de	FW	-	-	-	-	-	False
nos	FW	-	-	-	-	-	False
conduzir	FW	-	-	-	-	-	False
a	FW	-	-	-	-	-	False
esse	FW	-	-	-	-	-	False
futuro	FW	-	-	-	-	-	False
misterioso	FW	-	-	-	-	-	False
.	.	-	-	-	-	-	False
