My	PRP$	-	-	-	-	-	False
contention	NN	-	-	-	-	-	False
is	VBZ	-	-	-	-	-	False
that	IN	-	-	-	-	-	False
creativity	NN	-	-	-	-	-	False
now	RB	-	-	-	-	-	False
is	VBZ	-	-	-	-	-	False
as	RB	-	-	-	-	-	False
important	JJ	-	-	-	-	-	False
in	IN	-	-	-	-	-	False
education	NN	education.n	Education_teaching	111	-	-	False
as	IN	-	-	-	-	-	False
literacy	NN	-	-	-	-	-	False
,	,	-	-	-	-	-	False
and	CC	-	-	-	-	-	False
we	PRP	-	-	-	-	-	False
should	MD	-	-	-	-	-	False
treat	VB	-	-	-	-	-	False
it	PRP	-	-	-	-	-	False
with	IN	-	-	-	-	-	False
the	DT	-	-	-	-	-	False
same	JJ	-	-	-	-	-	False
status	NN	-	-	-	-	-	False
.	.	-	-	-	-	-	False

Minha	NNP	-	-	-	-	-	False
convicção	FW	-	-	-	-	-	False
é	FW	-	-	-	-	-	False
que	FW	-	-	-	-	-	False
a	FW	-	-	-	-	-	False
criatividade	FW	-	-	-	-	-	False
hoje	FW	-	-	-	-	-	False
é	FW	-	-	-	-	-	False
tão	FW	-	-	-	-	-	False
importante	FW	-	-	-	-	-	False
na	FW	-	-	-	-	-	False
educação	FW	-	-	-	-	-	False
como	FW	-	-	-	-	-	False
a	FW	-	-	-	-	-	False
alfabetização	FW	alfabetização.n	Education_teaching	111	-	-	False
,	,	-	-	-	-	-	False
e	FW	-	-	-	-	-	False
deve	FW	-	-	-	-	-	False
ser	FW	-	-	-	-	-	False
tratada	FW	-	-	-	-	-	False
com	FW	-	-	-	-	-	False
a	FW	-	-	-	-	-	False
mesma	FW	-	-	-	-	-	False
importância	FW	-	-	-	-	-	False
.	.	-	-	-	-	-	False
