The	DT	-	-	-	-	-	False
second	JJ	-	-	-	-	-	False
is	VBZ	-	-	-	-	-	False
that	IN	-	-	-	-	-	False
it	PRP	-	-	-	-	-	False
's	VBZ	-	-	-	-	-	False
put	VBN	-	-	-	-	-	False
us	PRP	-	-	-	-	-	False
in	IN	-	-	-	-	-	False
a	DT	-	-	-	-	-	False
place	NN	-	-	-	-	-	False
where	WRB	-	-	-	-	-	False
we	PRP	-	-	-	-	-	False
have	VBP	-	-	-	-	-	False
no	DT	-	-	-	-	-	False
idea	NN	-	-	-	-	-	False
what	WP	-	-	-	Event	1443	False
's	VBZ	-	-	-	-	-	False
going	VBG	-	-	-	-	-	False
to	TO	-	-	-	-	-	False
happen	VB	happen.v	Event	187	-	-	False
,	,	-	-	-	-	-	False
in	IN	-	-	-	Manner	4961	False
terms	NNS	-	-	-	Manner	4961	False
of	IN	-	-	-	Manner	4961	False
the	DT	-	-	-	Manner	4961	False
future	NN	-	-	-	Manner	4961	False
.	.	-	-	-	-	-	False

O	UH	-	-	-	-	-	False
segundo	NN	-	-	-	-	-	False
é	NN	-	-	-	-	-	False
o	UH	-	-	-	-	-	False
fato	FW	fato.n	Event	187	-	-	False
de	FW	-	-	-	Explanation	1445	False
que	FW	-	-	-	Explanation	1445	False
não	FW	-	-	-	Explanation	1445	False
fazemos	FW	-	-	-	Explanation	1445	False
a	FW	-	-	-	Explanation	1445	False
menor	FW	-	-	-	Explanation	1445	False
idéia	FW	-	-	-	Explanation	1445	False
do	VBP	-	-	-	Explanation	1445	False
que	FW	-	-	-	Explanation	1445	False
vai	FW	-	-	-	Explanation	1445	False
acontecer	FW	-	-	-	Explanation	1445	False
no	DT	-	-	-	Time	1446	True
futuro	NN	-	-	-	Time	1446	True
.	.	-	-	-	-	-	False
