Because	IN	-	-	-	-	-	False
you	PRP	-	-	-	Cognizer	83	True
do	VBP	-	-	-	-	-	False
n't	RB	-	-	-	-	-	False
think	VB	think.v	Awareness	19	-	-	False
of	IN	-	-	-	Content	84	True
Shakespeare	NNP	-	-	-	Content	84	True
being	VBG	-	-	-	Content	84	True
a	DT	-	-	-	Content	84	True
child	NN	-	-	-	Content	84	True
,	,	-	-	-	-	-	False
do	VBP	-	-	-	-	-	False
you	PRP	-	-	-	-	-	False
?	.	-	-	-	-	-	False

Porque	NNP	-	-	-	-	-	False
você	FW	-	-	-	-	-	False
nunca	FW	-	-	-	-	-	False
pensou	FW	-	-	-	-	-	False
no	DT	-	-	-	-	-	False
Shakespeare	NNP	-	-	-	-	-	False
criança	NNP	-	-	-	-	-	False
,	,	-	-	-	-	-	False
pensou	NN	pensar.v	Awareness	19	-	-	False
?	.	-	-	-	-	-	False
