If	IN	-	-	-	-	-	False
you	PRP	-	-	-	-	-	False
think	VBP	-	-	-	-	-	False
of	IN	-	-	-	-	-	False
it	PRP	-	-	-	-	-	False
,	,	-	-	-	-	-	False
children	NNS	-	-	-	Trajector_event	12064	True
starting	VBG	-	-	-	Trajector_event	12064	True
school	NN	-	-	-	Trajector_event	12064	True
this	DT	-	-	-	Trajector_event	12064	True
year	NN	-	-	-	Trajector_event	12064	True
will	MD	-	-	-	Trajector_event	12064	True
be	VB	-	-	-	Trajector_event	12064	True
retiring	VBG	-	-	-	Trajector_event	12064	True
in	IN	in.prep	Temporal_collocation	1895	-	-	False
2065	CD	-	-	-	Landmark_period	12063	True
.	.	-	-	-	-	-	False

Se	FW	-	-	-	-	-	False
formos	FW	-	-	-	-	-	False
pensar	FW	-	-	-	-	-	False
,	,	-	-	-	-	-	False
as	IN	-	-	-	Trajector_event	12064	True
crianças	FW	-	-	-	Trajector_event	12064	True
entrando	FW	-	-	-	Trajector_event	12064	True
na	FW	-	-	-	Trajector_event	12064	True
escola	FW	-	-	-	Trajector_event	12064	True
esse	FW	-	-	-	Trajector_event	12064	True
ano	FW	-	-	-	Trajector_event	12064	True
estarão	FW	-	-	-	Trajector_event	12064	True
se	FW	-	-	-	Trajector_event	12064	True
aposentando	FW	-	-	-	Trajector_event	12064	True
em	FW	em.prep	Temporal_collocation	1895	-	-	False
2065	CD	-	-	-	Landmark_period	12063	True
.	.	-	-	-	-	-	False
