If	IN	-	-	-	-	-	False
you	PRP	-	-	-	-	-	False
think	VBP	-	-	-	-	-	False
of	IN	-	-	-	-	-	False
it	PRP	-	-	-	-	-	False
,	,	-	-	-	-	-	False
the	DT	-	-	-	-	-	False
whole	JJ	-	-	-	-	-	False
system	NN	-	-	-	-	-	False
of	IN	-	-	-	-	-	False
public	JJ	-	-	-	-	-	False
education	NN	-	-	-	-	-	False
around	IN	-	-	-	-	-	False
the	DT	-	-	-	-	-	False
world	NN	-	-	-	-	-	False
is	VBZ	-	-	-	-	-	False
a	DT	-	-	-	-	-	False
protracted	JJ	-	-	-	Manner	2023	False
process	NN	process.n	Process	233	-	-	False
of	IN	-	-	-	Process	2018	False
university	NN	-	-	-	Process	2018	False
entrance	NN	-	-	-	Process	2018	False
.	.	-	-	-	-	-	False

Se	FW	-	-	-	-	-	False
você	FW	-	-	-	-	-	False
for	IN	-	-	-	-	-	False
pensar	NN	-	-	-	-	-	False
,	,	-	-	-	-	-	False
todo	FW	-	-	-	-	-	False
o	FW	-	-	-	-	-	False
sistema	FW	-	-	-	-	-	False
de	FW	-	-	-	-	-	False
educação	FW	-	-	-	-	-	False
pública	FW	-	-	-	-	-	False
ao	FW	-	-	-	-	-	False
redor	FW	-	-	-	-	-	False
do	VB	-	-	-	-	-	False
mundo	NN	-	-	-	-	-	False
é	UH	-	-	-	-	-	False
um	UH	-	-	-	-	-	False
extensão	NN	-	-	-	-	-	False
do	VB	-	-	-	-	-	False
processo	FW	processo.n	Process	233	-	-	False
de	FW	-	-	-	Result	2024	False
ingresso	FW	-	-	-	Result	2024	False
à	FW	-	-	-	Result	2024	False
universidade	FW	-	-	-	Result	2024	False
.	.	-	-	-	-	-	False
