And	CC	-	-	-	-	-	False
it	PRP	-	-	-	-	-	False
indicates	VBZ	-	-	-	-	-	False
the	DT	-	-	-	-	-	False
whole	JJ	-	-	-	-	-	False
structure	NN	-	-	-	-	-	False
of	IN	-	-	-	-	-	False
education	NN	education.n	Education_teaching	111	-	-	False
is	VBZ	-	-	-	-	-	False
shifting	VBG	-	-	-	-	-	False
beneath	IN	-	-	-	-	-	False
our	PRP$	-	-	-	-	-	False
feet	NNS	-	-	-	-	-	False
.	.	-	-	-	-	-	False

E	NN	-	-	-	-	-	False
é	UH	-	-	-	-	-	False
um	UH	-	-	-	-	-	False
indicativo	FW	-	-	-	-	-	False
de	FW	-	-	-	-	-	False
que	FW	-	-	-	-	-	False
toda	FW	-	-	-	-	-	False
a	FW	-	-	-	-	-	False
estrutura	FW	-	-	-	-	-	False
educacional	FW	educacional.a	Education_teaching	111	-	-	False
está	FW	-	-	-	-	-	False
mudando	FW	-	-	-	-	-	False
na	FW	-	-	-	-	-	False
frente	FW	-	-	-	-	-	False
do	FW	-	-	-	-	-	False
nosso	FW	-	-	-	-	-	False
nariz	FW	-	-	-	-	-	False
.	.	-	-	-	-	-	False
