We	PRON	PRP	-	-	-	False
have	VERB	VBP	-	-	-	False
a	DET	DT	-	-	-	False
huge	ADJ	JJ	-	-	-	False
vested	VERB	JJ	-	-	-	False
interest	NOUN	NN	-	-	-	False
in	ADP	IN	-	-	-	False
it	PRON	PRP	-	-	-	False
,	PUNCT	,	-	-	-	False
partly	ADV	RB	-	-	-	False
because	ADP	IN	-	-	-	False
it	PRON	PRP	-	-	-	False
's	VERB	VBZ	-	-	-	False
education	NOUN	NN	-	-	-	False
that	PRON	WDT	-	-	-	False
's	VERB	VBZ	-	-	-	False
meant	VERB	VBN	-	-	-	False
to	PART	TO	-	-	-	False
take	VERB	VB	-	-	-	False
us	PRON	PRP	-	-	-	False
into	ADP	IN	-	-	-	False
this	DET	DT	-	-	-	False
future	NOUN	NN	future.n	Temporal_collocation	-	False
that	ADP	IN	-	-	-	False
we	PRON	PRP	-	-	-	False
ca	AUX	MD	-	-	-	False
n't	ADV	RB	-	-	-	False
grasp	VERB	VB	-	-	-	False
.	PUNCT	.	-	-	-	False

Nos	INTJ	FW	-	-	-	False
interessamos	X	FW	-	-	-	False
tanto	X	FW	-	-	-	False
por	X	FW	-	-	-	False
ela	X	FW	-	-	-	False
em	X	FW	-	-	-	False
parte	X	FW	-	-	-	False
porque	X	FW	-	-	-	False
é	X	FW	-	-	-	False
da	X	FW	-	-	-	False
educação	X	FW	-	-	-	False
o	X	FW	-	-	-	False
papel	X	FW	-	-	-	False
de	X	FW	-	-	-	False
nos	X	FW	-	-	-	False
conduzir	X	FW	-	-	-	False
a	X	FW	-	-	-	False
esse	X	FW	-	-	-	False
futuro	X	FW	futuro.n	Temporal_collocation	-	False
misterioso	X	FW	-	-	-	False
.	PUNCT	.	-	-	-	False
