So	RB	-	-	-	-	-	False
the	DT	-	-	-	-	-	False
unpredictability	NN	unpredictability.n	Expectation	26	-	-	False
,	,	-	-	-	-	-	False
I	PRP	-	-	-	-	-	False
think	VBP	-	-	-	-	-	False
,	,	-	-	-	-	-	False
is	VBZ	-	-	-	-	-	False
extraordinary	JJ	-	-	-	-	-	False
.	.	-	-	-	-	-	False

Die	VB	die Unvorhersagbarkeit.n	Expectation	26	-	-	False
Unvorhersagbarkeit	NNP	die Unvorhersagbarkeit.n	Expectation	26	-	-	False
ist	NN	-	-	-	-	-	False
,	,	-	-	-	-	-	False
finde	FW	-	-	-	-	-	False
ich	FW	-	-	-	-	-	False
,	,	-	-	-	-	-	False
atemberaubend	NN	-	-	-	-	-	False
.	.	-	-	-	-	-	False
