Just	RB	-	-	-	-	-	False
seeing	VBG	-	-	-	-	-	False
what	WP	-	-	-	Event	5982	False
she	PRP	-	-	-	Entity	5981	True
could	MD	can.v	Capability	990	-	-	False
do	VB	-	-	-	Event	5982	False
.	.	-	-	-	-	-	False

Allein	NNP	-	-	-	-	-	False
zu	NNP	-	-	-	-	-	False
sehen	NNP	-	-	-	-	-	False
,	,	-	-	-	-	-	False
wozu	NNP	-	-	-	Event	5982	False
sie	NNP	-	-	-	Entity	5981	True
in	IN	in der Lage sein.v	Capability	990	-	-	False
der	NNP	in der Lage sein.v	Capability	990	-	-	False
Lage	NNP	in der Lage sein.v	Capability	990	-	-	False
ist	NN	in der Lage sein.v	Capability	990	-	-	False
.	.	-	-	-	-	-	False
