There	EX	-	-	-	-	-	False
have	VBP	-	-	-	-	-	False
been	VBN	-	-	-	-	-	False
three	CD	-	-	-	-	-	False
themes	NNS	theme.n	Topic	373	Topic	3346	True
running	VBG	-	-	-	-	-	False
through	IN	-	-	-	-	-	False
the	DT	-	-	-	-	-	False
conference	NN	-	-	-	-	-	False
which	WDT	-	-	-	-	-	False
are	VBP	-	-	-	-	-	False
relevant	JJ	-	-	-	-	-	False
to	IN	-	-	-	-	-	False
what	WP	-	-	-	-	-	False
I	PRP	-	-	-	-	-	False
want	VBP	-	-	-	-	-	False
to	TO	-	-	-	-	-	False
talk	VB	-	-	-	-	-	False
about	IN	-	-	-	-	-	False
.	.	-	-	-	-	-	False

Es	FW	-	-	-	-	-	False
gab	FW	-	-	-	-	-	False
drei	FW	drei Leitmotive.n	Topic	373	-	-	False
Leitmotive	NNP	drei Leitmotive.n	Topic	373	-	-	False
,	,	-	-	-	-	-	False
die	VBP	-	-	-	-	-	False
sich	JJ	-	-	-	-	-	False
durch	NN	-	-	-	-	-	False
die	VBP	-	-	-	Text	3347	True
Konferenz	NNP	-	-	-	Text	3347	True
zogen	NNP	-	-	-	-	-	False
,	,	-	-	-	-	-	False
die	VBP	-	-	-	-	-	False
wichtig	FW	-	-	-	-	-	False
sind	FW	-	-	-	-	-	False
für	FW	-	-	-	-	-	False
das	FW	-	-	-	-	-	False
,	,	-	-	-	-	-	False
worüber	FW	-	-	-	-	-	False
ich	FW	-	-	-	-	-	False
sprechen	FW	-	-	-	-	-	False
will	MD	-	-	-	-	-	False
.	.	-	-	-	-	-	False
