She	PRP	-	-	-	-	-	False
went	VBD	-	-	-	-	-	False
over	RP	-	-	-	-	-	False
to	IN	-	-	-	-	-	False
her	PRP	-	-	-	-	-	False
,	,	-	-	-	-	-	False
and	CC	-	-	-	-	-	False
she	PRP	-	-	-	-	-	False
said	VBD	-	-	-	-	-	False
,	,	-	-	-	-	-	False
'	''	-	-	-	-	-	False
What	WP	-	-	-	Represented	9421	True
are	VBP	-	-	-	-	-	False
you	PRP	-	-	-	Creator	9416	True
drawing	VBG	draw.v	Create_representation	1657	-	-	False
?	.	-	-	-	-	-	False
'	''	-	-	-	-	-	False

Die	VB	-	-	-	-	-	False
Lehrerin	NNP	-	-	-	-	-	False
war	NN	-	-	-	-	-	False
fasziniert	NN	-	-	-	-	-	False
,	,	-	-	-	-	-	False
ging	FW	-	-	-	-	-	False
zu	FW	-	-	-	-	-	False
ihr	FW	-	-	-	-	-	False
herüber	FW	-	-	-	-	-	False
und	FW	-	-	-	-	-	False
fragte	FW	-	-	-	-	-	False
:	:	-	-	-	-	-	False
'	''	-	-	-	-	-	False
Was	VBD	-	-	-	Represented	9421	True
malst	FW	malen.v	Create_representation	1657	-	-	False
du	FW	-	-	-	Creator	9416	True
denn	FW	-	-	-	-	-	False
da	FW	-	-	-	-	-	False
?	.	-	-	-	-	-	False
'	''	-	-	-	-	-	False
