My	PRP$	-	-	-	-	-	False
contention	NN	-	-	-	-	-	False
is	VBZ	-	-	-	-	-	False
that	IN	-	-	-	-	-	False
creativity	NN	-	-	-	-	-	False
now	RB	-	-	-	-	-	False
is	VBZ	-	-	-	-	-	False
as	RB	-	-	-	-	-	False
important	JJ	-	-	-	-	-	False
in	IN	-	-	-	-	-	False
education	NN	education.n	Education_teaching	111	-	-	False
as	IN	-	-	-	-	-	False
literacy	NN	-	-	-	-	-	False
,	,	-	-	-	-	-	False
and	CC	-	-	-	-	-	False
we	PRP	-	-	-	-	-	False
should	MD	-	-	-	-	-	False
treat	VB	-	-	-	-	-	False
it	PRP	-	-	-	-	-	False
with	IN	-	-	-	-	-	False
the	DT	-	-	-	-	-	False
same	JJ	-	-	-	-	-	False
status	NN	-	-	-	-	-	False
.	.	-	-	-	-	-	False

Meine	NNP	-	-	-	-	-	False
Überzeugung	NNP	-	-	-	-	-	False
ist	VBD	-	-	-	-	-	False
,	,	-	-	-	-	-	False
dass	NN	-	-	-	-	-	False
Kreativität	NNP	-	-	-	-	-	False
heute	FW	-	-	-	-	-	False
genauso	FW	-	-	-	-	-	False
wichtig	FW	-	-	-	-	-	False
für	FW	-	-	-	-	-	False
Bildung	NNP	bildung.n	Education_teaching	111	-	-	False
ist	NN	-	-	-	-	-	False
,	,	-	-	-	-	-	False
wie	NNP	-	-	-	-	-	False
Lesen	NNP	-	-	-	-	-	False
und	NNP	-	-	-	-	-	False
Schreiben	NNP	-	-	-	-	-	False
,	,	-	-	-	-	-	False
und	FW	-	-	-	-	-	False
wir	FW	-	-	-	-	-	False
sollten	FW	-	-	-	-	-	False
sie	FW	-	-	-	-	-	False
gleichwertig	FW	-	-	-	-	-	False
behandeln	FW	-	-	-	-	-	False
.	.	-	-	-	-	-	False
