Nobody	NOUN	NN	-	-	-	False
has	VERB	VBZ	-	-	-	False
a	DET	DT	-	-	-	False
clue	NOUN	NN	-	-	-	False
,	PUNCT	,	-	-	-	False
despite	ADP	IN	-	-	-	False
all	DET	PDT	-	-	-	False
the	DET	DT	-	-	-	False
expertise	NOUN	NN	-	-	-	False
that	PRON	WDT	-	-	-	False
's	VERB	VBZ	-	-	-	False
been	VERB	VBN	-	-	-	False
on	ADP	IN	-	-	-	False
parade	NOUN	NN	-	-	-	False
for	ADP	IN	-	-	-	False
the	DET	DT	-	-	-	False
past	ADJ	JJ	-	-	-	False
four	NUM	CD	-	-	-	False
days	NOUN	NNS	-	-	-	False
,	PUNCT	,	-	-	-	False
what	PRON	WP	-	-	-	False
the	DET	DT	-	-	-	False
world	NOUN	NN	-	-	-	False
will	AUX	MD	-	-	-	False
look	VERB	VB	-	-	-	False
like	ADP	IN	-	-	-	False
in	ADP	IN	-	-	-	False
five	NUM	CD	five.num	Cardinal_numbers	Number	True
years'	NOUN	JJ	-	-	-	False
time	NOUN	NN	-	-	-	False
.	PUNCT	.	-	-	-	False

Keiner	PROPN	NNP	-	-	-	False
hat	INTJ	VBD	-	-	-	False
eine	INTJ	NNP	-	-	-	False
Ahnung	PROPN	NNP	-	-	-	False
,	PUNCT	,	-	-	-	False
trotz	VERB	NN	-	-	-	False
jeglicher	NOUN	NN	-	-	-	False
Expertise	NOUN	NNP	-	-	-	False
,	PUNCT	,	-	-	-	False
die	X	VB	-	-	-	False
wir	X	NN	-	-	-	False
die	X	VBP	-	-	-	False
letzten	X	FW	-	-	-	False
vier	X	FW	vier.num	Cardinal_numbers	-	False
Tage	X	FW	-	-	Entity	True
erleben	X	FW	-	-	-	False
durften	X	FW	-	-	-	False
,	PUNCT	,	-	-	-	False
wie	PRON	UH	-	-	-	False
die	VERB	VBP	-	-	-	False
Welt	PROPN	NNP	-	-	-	False
in	ADP	IN	-	-	-	False
fünf	NOUN	NN	-	-	-	False
Jahren	PROPN	NNP	-	-	-	False
aussehen	PROPN	NNP	-	-	-	False
wird	NOUN	NN	-	-	-	False
.	PUNCT	.	-	-	-	False
