If	IN	-	-	-	-	-	False
you	PRP	-	-	-	-	-	False
're	VBP	-	-	-	-	-	False
at	IN	-	-	-	-	-	False
a	DT	-	-	-	-	-	False
dinner	NN	-	-	-	-	-	False
party	NN	-	-	-	-	-	False
,	,	-	-	-	-	-	False
and	CC	-	-	-	-	-	False
you	PRP	-	-	-	-	-	False
say	VBP	-	-	-	-	-	False
you	PRP	-	-	-	-	-	False
work	VBP	-	-	-	-	-	False
in	IN	-	-	-	-	-	False
education	NN	education.n	Education_teaching	111	-	-	False
--	:	-	-	-	-	-	False

Wenn	NNP	-	-	-	-	-	False
Sie	NNP	-	-	-	-	-	False
auf	NNP	-	-	-	-	-	False
einer	NNP	-	-	-	-	-	False
Dinner-Party	NNP	-	-	-	-	-	False
sind	NN	-	-	-	-	-	False
und	FW	-	-	-	-	-	False
erzählen	FW	-	-	-	-	-	False
,	,	-	-	-	-	-	False
dass	FW	-	-	-	-	-	False
sie	FW	-	-	-	-	-	False
im	FW	-	-	-	-	-	False
Bildungswesen	NNP	Bildungswesen.n	Education_teaching	111	-	-	False
arbeiten	NNP	-	-	-	-	-	False
--	:	-	-	-	-	-	False
offen	VBP	-	-	-	-	-	False
gesagt	NN	-	-	-	-	-	False
,	,	-	-	-	-	-	False
ist	NN	-	-	-	-	-	False
man	NN	-	-	-	-	-	False
nicht	NN	-	-	-	-	-	False
oft	FW	-	-	-	-	-	False
bei	FW	-	-	-	-	-	False
Dinner-Parties	NNP	-	-	-	-	-	False
,	,	-	-	-	-	-	False
wenn	NN	-	-	-	-	-	False
man	UH	-	-	-	-	-	False
im	UH	-	-	-	-	-	False
Bildungswesen	NNP	-	-	-	-	-	False
arbeitet	NNP	-	-	-	-	-	False
.	.	-	-	-	-	-	False
