If	IN	-	-	-	-	-	False
we	PRP	-	-	-	-	-	False
're	VBP	-	-	-	-	-	False
being	VBG	-	-	-	-	-	False
strict	JJ	-	-	-	-	-	False
about	IN	-	-	-	-	-	False
it	PRP	-	-	-	-	-	False
,	,	-	-	-	-	-	False
wherever	WRB	-	-	-	-	-	False
he	PRP	-	-	-	-	-	False
went	VBD	-	-	-	-	-	False
,	,	-	-	-	-	-	False
he	PRP	-	-	-	-	-	False
was	VBD	-	-	-	-	-	False
four	CD	-	-	-	-	-	False
that	DT	-	-	-	-	-	False
year	NN	year.n	Calendric_unit	229	Whole	2016	True
.	.	-	-	-	-	-	False

Genau	NNP	-	-	-	-	-	False
genommen	NNS	-	-	-	-	-	False
war	NN	-	-	-	-	-	False
er	FW	-	-	-	-	-	False
das	FW	-	-	-	-	-	False
ganze	FW	-	-	-	-	-	False
Jahr	NNP	jahr.n	Calendric_unit	229	-	-	False
vier	NN	-	-	-	-	-	False
,	,	-	-	-	-	-	False
egal	NN	-	-	-	-	-	False
wo	MD	-	-	-	-	-	False
er	UH	-	-	-	-	-	False
hinging	NN	-	-	-	-	-	False
.	.	-	-	-	-	-	False
