We	PRP	-	-	-	-	-	False
have	VBP	-	-	-	-	-	False
a	DT	-	-	-	-	-	False
huge	JJ	-	-	-	-	-	False
vested	JJ	-	-	-	-	-	False
interest	NN	-	-	-	-	-	False
in	IN	-	-	-	-	-	False
it	PRP	-	-	-	-	-	False
,	,	-	-	-	-	-	False
partly	RB	-	-	-	-	-	False
because	IN	-	-	-	-	-	False
it	PRP	-	-	-	-	-	False
's	VBZ	-	-	-	-	-	False
education	NN	education.n	Education_teaching	111	-	-	False
that	WDT	-	-	-	-	-	False
's	VBZ	-	-	-	-	-	False
meant	VBN	-	-	-	-	-	False
to	TO	-	-	-	-	-	False
take	VB	-	-	-	-	-	False
us	PRP	-	-	-	-	-	False
into	IN	-	-	-	-	-	False
this	DT	-	-	-	-	-	False
future	NN	-	-	-	-	-	False
that	IN	-	-	-	-	-	False
we	PRP	-	-	-	-	-	False
ca	MD	-	-	-	-	-	False
n't	RB	-	-	-	-	-	False
grasp	VB	-	-	-	-	-	False
.	.	-	-	-	-	-	False

Wir	NN	-	-	-	-	-	False
haben	VBP	-	-	-	-	-	False
ein	NN	-	-	-	-	-	False
großes	NNS	-	-	-	-	-	False
,	,	-	-	-	-	-	False
persönliches	FW	-	-	-	-	-	False
Interesse	FW	-	-	-	-	-	False
,	,	-	-	-	-	-	False
teilweise	FW	-	-	-	-	-	False
Bildung	FW	bildung.n	Education_teaching	111	-	-	False
dazu	FW	-	-	-	-	-	False
gedacht	FW	-	-	-	-	-	False
ist	NN	-	-	-	-	-	False
,	,	-	-	-	-	-	False
uns	VBZ	-	-	-	-	-	False
in	IN	-	-	-	-	-	False
diese	NN	-	-	-	-	-	False
Zukunft	NNP	-	-	-	-	-	False
zu	NNP	-	-	-	-	-	False
bringen	NNP	-	-	-	-	-	False
,	,	-	-	-	-	-	False
die	VBP	-	-	-	-	-	False
wir	NN	-	-	-	-	-	False
nicht	NN	-	-	-	-	-	False
fassen	NN	-	-	-	-	-	False
können	NN	-	-	-	-	-	False
.	.	-	-	-	-	-	False
