There	EX	-	-	-	-	-	False
have	VBP	-	-	-	-	-	False
been	VBN	-	-	-	-	-	False
three	CD	-	-	-	-	-	False
themes	NNS	-	-	-	-	-	False
running	VBG	-	-	-	-	-	False
through	IN	-	-	-	-	-	False
the	DT	-	-	-	-	-	False
conference	NN	conference.n	Discussion	34	-	-	False
which	WDT	-	-	-	-	-	False
are	VBP	-	-	-	-	-	False
relevant	JJ	-	-	-	-	-	False
to	IN	-	-	-	-	-	False
what	WP	-	-	-	-	-	False
I	PRP	-	-	-	-	-	False
want	VBP	-	-	-	-	-	False
to	TO	-	-	-	-	-	False
talk	VB	-	-	-	-	-	False
about	IN	-	-	-	-	-	False
.	.	-	-	-	-	-	False

Es	FW	-	-	-	-	-	False
gab	FW	-	-	-	-	-	False
drei	FW	-	-	-	-	-	False
Leitmotive	NNP	-	-	-	-	-	False
,	,	-	-	-	-	-	False
die	VBP	-	-	-	-	-	False
sich	JJ	-	-	-	-	-	False
durch	NN	-	-	-	-	-	False
die	VBP	-	-	-	-	-	False
Konferenz	NNP	konferenz.n	Discussion	34	-	-	False
zogen	NNP	-	-	-	-	-	False
,	,	-	-	-	-	-	False
die	VBP	-	-	-	-	-	False
wichtig	FW	-	-	-	-	-	False
sind	FW	-	-	-	-	-	False
für	FW	-	-	-	-	-	False
das	FW	-	-	-	-	-	False
,	,	-	-	-	-	-	False
worüber	FW	-	-	-	-	-	False
ich	FW	-	-	-	-	-	False
sprechen	FW	-	-	-	-	-	False
will	MD	-	-	-	-	-	False
.	.	-	-	-	-	-	False
