So	RB	-	-	-	-	-	False
I	PRP	-	-	-	-	-	False
have	VBP	-	-	-	-	-	False
a	DT	-	-	-	-	-	False
big	JJ	-	-	-	-	-	False
interest	NN	-	-	-	-	-	False
in	IN	-	-	-	-	-	False
education	NN	education.n	Education_teaching	111	-	-	False
,	,	-	-	-	-	-	False
and	CC	-	-	-	-	-	False
I	PRP	-	-	-	-	-	False
think	VBP	-	-	-	-	-	False
we	PRP	-	-	-	-	-	False
all	DT	-	-	-	-	-	False
do	VBP	-	-	-	-	-	False
.	.	-	-	-	-	-	False

Ich	NNP	-	-	-	-	-	False
habe	NN	-	-	-	-	-	False
ein	NN	-	-	-	-	-	False
großes	VBZ	-	-	-	-	-	False
Interesse	NNP	-	-	-	-	-	False
an	DT	-	-	-	-	-	False
Bildung	NNP	bildung.n	Education_teaching	111	-	-	False
,	,	-	-	-	-	-	False
und	FW	-	-	-	-	-	False
ich	FW	-	-	-	-	-	False
denke	FW	-	-	-	-	-	False
,	,	-	-	-	-	-	False
das	FW	-	-	-	-	-	False
haben	FW	-	-	-	-	-	False
wir	FW	-	-	-	-	-	False
alle	FW	-	-	-	-	-	False
.	.	-	-	-	-	-	False
