And	CC	-	-	-	-	-	False
the	DT	-	-	-	-	-	False
third	JJ	-	-	-	-	-	False
part	NN	-	-	-	-	-	False
of	IN	-	-	-	-	-	False
this	DT	-	-	-	-	-	False
is	VBZ	-	-	-	-	-	False
that	IN	-	-	-	-	-	False
we	PRP	-	-	-	-	-	False
've	VBP	-	-	-	-	-	False
all	DT	-	-	-	-	-	False
agreed	VBN	-	-	-	-	-	False
,	,	-	-	-	-	-	False
nonetheless	RB	-	-	-	-	-	False
,	,	-	-	-	-	-	False
on	IN	-	-	-	-	-	False
the	DT	-	-	-	-	-	False
really	RB	-	-	-	-	-	False
extraordinary	JJ	-	-	-	-	-	False
capacities	NNS	capacity.n	Capability	990	-	-	False
that	WDT	-	-	-	-	-	False
children	NNS	-	-	-	Entity	5981	True
have	VBP	-	-	-	-	-	False
--	:	-	-	-	-	-	False
their	PRP$	-	-	-	-	-	False
capacities	NNS	-	-	-	-	-	False
for	IN	-	-	-	-	-	False
innovation	NN	-	-	-	-	-	False
.	.	-	-	-	-	-	False

Und	FW	-	-	-	-	-	False
das	FW	-	-	-	-	-	False
dritte	FW	-	-	-	-	-	False
Thema	NNP	-	-	-	-	-	False
ist	NN	-	-	-	-	-	False
,	,	-	-	-	-	-	False
dass	FW	-	-	-	-	-	False
wir	FW	-	-	-	-	-	False
uns	FW	-	-	-	-	-	False
trotzdem	FW	-	-	-	-	-	False
alle	FW	-	-	-	-	-	False
einig	FW	-	-	-	-	-	False
sind	FW	-	-	-	-	-	False
,	,	-	-	-	-	-	False
dass	NNP	-	-	-	-	-	False
Kinder	NNP	-	-	-	Entity	5981	True
wirklich	NNP	-	-	-	-	-	False
außergewöhnliche	NNP	-	-	-	-	-	False
Fähigkeiten	NNP	fähigkeit.n	Capability	990	-	-	False
haben	NNP	-	-	-	-	-	False
--	:	-	-	-	-	-	False
Fähigkeiten	NNP	-	-	-	-	-	False
,	,	-	-	-	-	-	False
neue	FW	-	-	-	Event	5982	False
Wege	NNP	-	-	-	Event	5982	False
zu	NNP	-	-	-	Event	5982	False
gehen	NNP	-	-	-	Event	5982	False
.	.	-	-	-	-	-	False
