She	PRP	-	-	-	-	-	False
was	VBD	-	-	-	-	-	False
six	CD	-	-	-	-	-	False
,	,	-	-	-	-	-	False
and	CC	-	-	-	-	-	False
she	PRP	-	-	-	-	-	False
was	VBD	-	-	-	-	-	False
at	IN	-	-	-	-	-	False
the	DT	-	-	-	-	-	False
back	NN	-	-	-	-	-	False
,	,	-	-	-	-	-	False
drawing	VBG	-	-	-	-	-	False
,	,	-	-	-	-	-	False
and	CC	-	-	-	-	-	False
the	DT	-	-	-	Speaker	183	True
teacher	NN	-	-	-	Speaker	183	True
said	VBD	say.v	Statement	43	-	-	False
this	DT	-	-	-	Message	185	True
girl	NN	-	-	-	Message	185	True
hardly	RB	-	-	-	Message	185	True
ever	RB	-	-	-	Message	185	True
paid	VBD	-	-	-	Message	185	True
attention	NN	-	-	-	Message	185	True
,	,	-	-	-	Message	185	True
and	CC	-	-	-	Message	185	True
in	IN	-	-	-	Message	185	True
this	DT	-	-	-	Message	185	True
drawing	NN	-	-	-	Message	185	True
lesson	NN	-	-	-	Message	185	True
,	,	-	-	-	Message	185	True
she	PRP	-	-	-	Message	185	True
did	VBD	-	-	-	Message	185	True
.	.	-	-	-	-	-	False

Sie	UH	-	-	-	-	-	False
war	NN	-	-	-	-	-	False
6	CD	-	-	-	-	-	False
und	FW	-	-	-	-	-	False
malte	FW	-	-	-	-	-	False
hinten	FW	-	-	-	-	-	False
in	FW	-	-	-	-	-	False
der	FW	-	-	-	-	-	False
letzten	FW	-	-	-	-	-	False
Reihe	FW	-	-	-	-	-	False
und	FW	-	-	-	-	-	False
die	FW	-	-	-	Speaker	183	True
Lehrerin	FW	-	-	-	Speaker	183	True
sagte	FW	sagen.v	Statement	43	-	-	False
,	,	-	-	-	-	-	False
dass	NNP	-	-	-	Message	185	True
dieses	NNP	-	-	-	Message	185	True
kleine	NNP	-	-	-	Message	185	True
Mädchen	NNP	-	-	-	Message	185	True
fast	NN	-	-	-	Message	185	True
nie	FW	-	-	-	Message	185	True
aufpasste	FW	-	-	-	Message	185	True
,	,	-	-	-	Message	185	True
außer	NN	-	-	-	Message	185	True
in	IN	-	-	-	Message	185	True
der	NNP	-	-	-	Message	185	True
Zeichenstunde	NNP	-	-	-	Message	185	True
.	.	-	-	-	-	-	False
