But	CC	-	-	-	-	-	False
if	IN	-	-	-	-	-	False
you	PRP	-	-	-	-	-	False
ask	VBP	-	-	-	-	-	False
about	IN	-	-	-	-	-	False
their	PRP$	-	-	-	-	-	False
education	NN	-	-	-	-	-	False
,	,	-	-	-	-	-	False
they	PRP	-	-	-	Agent	1605	True
pin	VBP	pin.v	Attaching	197	-	-	False
you	PRP	-	-	-	Item	1606	True
to	IN	-	-	-	Goal	2195	True
the	DT	-	-	-	Goal	2195	True
wall	NN	-	-	-	Goal	2195	True
.	.	-	-	-	-	-	False

Fragen	NNP	-	-	-	-	-	False
Sie	NNP	-	-	-	-	-	False
sie	VB	-	-	-	-	-	False
nach	NN	-	-	-	-	-	False
ihrer	NNP	-	-	-	-	-	False
Schulbildung	NNP	-	-	-	-	-	False
,	,	-	-	-	-	-	False
nageln	FW	nageln.v	Attaching	197	-	-	False
sie	FW	-	-	-	Agent	1605	True
Sie	VB	-	-	-	Item	1606	True
an	DT	-	-	-	Goal	2195	True
die	VBP	-	-	-	Goal	2195	True
Wand	NNP	-	-	-	Goal	2195	True
.	.	-	-	-	-	-	False
