But	CC	-	-	-	-	-	False
if	IN	-	-	-	-	-	False
you	PRP	-	-	-	-	-	False
are	VBP	-	-	-	-	-	False
,	,	-	-	-	-	-	False
and	CC	-	-	-	-	-	False
you	PRP	-	-	-	-	-	False
say	VBP	-	-	-	-	-	False
to	IN	-	-	-	-	-	False
somebody	NN	-	-	-	-	-	False
,	,	-	-	-	-	-	False
you	PRP	-	-	-	-	-	False
know	VBP	-	-	-	-	-	False
,	,	-	-	-	-	-	False
they	PRP	-	-	-	-	-	False
say	VBP	-	-	-	-	-	False
,	,	-	-	-	-	-	False
'	''	-	-	-	-	-	False
What	WP	-	-	-	-	-	False
do	VBP	-	-	-	-	-	False
you	PRP	-	-	-	-	-	False
do	VB	-	-	-	-	-	False
?'	''	-	-	-	-	-	False
and	CC	-	-	-	-	-	False
you	PRP	-	-	-	-	-	False
say	VBP	-	-	-	-	-	False
you	PRP	-	-	-	Employee	2796	True
work	VBP	work.v	Being_employed	282	-	-	False
in	IN	-	-	-	Field	2804	True
education	NN	-	-	-	Field	2804	True
,	,	-	-	-	-	-	False
you	PRP	-	-	-	-	-	False
can	MD	-	-	-	-	-	False
see	VB	-	-	-	-	-	False
the	DT	-	-	-	-	-	False
blood	NN	-	-	-	-	-	False
run	VBN	-	-	-	-	-	False
from	IN	-	-	-	-	-	False
their	PRP$	-	-	-	-	-	False
face	NN	-	-	-	-	-	False
.	.	-	-	-	-	-	False

Sind	NN	-	-	-	-	-	False
Sie	FW	-	-	-	-	-	False
aber	FW	-	-	-	-	-	False
eingeladen	FW	-	-	-	-	-	False
und	FW	-	-	-	-	-	False
reden	FW	-	-	-	-	-	False
mit	FW	-	-	-	-	-	False
jemandem	FW	-	-	-	-	-	False
,	,	-	-	-	-	-	False
also	RB	-	-	-	-	-	False
wenn	VBD	-	-	-	-	-	False
jemand	FW	-	-	-	-	-	False
fragt	FW	-	-	-	-	-	False
:	:	-	-	-	-	-	False
'	''	-	-	-	-	-	False
Was	VBD	-	-	-	-	-	False
machen	NNP	-	-	-	-	-	False
Sie	NNP	-	-	-	-	-	False
so	RB	-	-	-	-	-	False
?'	''	-	-	-	-	-	False
und	VB	-	-	-	-	-	False
Sie	NNP	-	-	-	-	-	False
:	:	-	-	-	-	-	False
'	''	-	-	-	-	-	False
Ich	FW	-	-	-	Employee	2796	True
arbeite	FW	arbeiten.v	Being_employed	282	-	-	False
im	FW	-	-	-	Field	2804	True
Bildungswesen	NNP	-	-	-	Field	2804	True
'	''	-	-	-	-	-	False
,	,	-	-	-	-	-	False
sieht	NN	-	-	-	-	-	False
man	NN	-	-	-	-	-	False
,	,	-	-	-	-	-	False
wie	FW	-	-	-	-	-	False
den	FW	-	-	-	-	-	False
anderen	FW	-	-	-	-	-	False
das	FW	-	-	-	-	-	False
Blut	FW	-	-	-	-	-	False
aus	FW	-	-	-	-	-	False
dem	FW	-	-	-	-	-	False
Gesicht	FW	-	-	-	-	-	False
weicht	FW	-	-	-	-	-	False
.	.	-	-	-	-	-	False
