Actually	RB	-	-	-	-	-	False
,	,	-	-	-	-	-	False
what	WP	-	-	-	-	-	False
I	PRP	-	-	-	-	-	False
find	VBP	-	-	-	-	-	False
is	VBZ	-	-	-	-	-	False
everybody	NN	-	-	-	-	-	False
has	VBZ	-	-	-	-	-	False
an	DT	-	-	-	-	-	False
interest	NN	-	-	-	-	-	False
in	IN	-	-	-	-	-	False
education	NN	education.n	Education_teaching	111	-	-	False
.	.	-	-	-	-	-	False

Im	UH	-	-	-	-	-	False
Grunde	NNP	-	-	-	-	-	False
finde	VBP	-	-	-	-	-	False
ich	JJ	-	-	-	-	-	False
,	,	-	-	-	-	-	False
dass	FW	-	-	-	-	-	False
sich	FW	-	-	-	-	-	False
eigentlich	FW	-	-	-	-	-	False
jeder	FW	-	-	-	-	-	False
für	FW	-	-	-	-	-	False
Bildung	NNP	bildung.n	Education_teaching	111	-	-	False
interessiert	NN	-	-	-	-	-	False
.	.	-	-	-	-	-	False
