I	PRP	-	-	-	-	-	False
heard	VBD	-	-	-	-	-	False
a	DT	-	-	-	-	-	False
great	JJ	-	-	-	-	-	False
story	NN	-	-	-	-	-	False
recently	RB	-	-	-	-	-	False
--	:	-	-	-	-	-	False
I	PRP	-	-	-	-	-	False
love	VBP	-	-	-	-	-	False
telling	VBG	-	-	-	-	-	False
it	PRP	-	-	-	-	-	False
--	:	-	-	-	-	-	False
of	IN	-	-	-	-	-	False
a	DT	-	-	-	-	-	False
little	JJ	little.a	Size	2282	-	-	False
girl	NN	-	-	-	Entity	13813	True
who	WP	-	-	-	Entity	13813	True
was	VBD	-	-	-	-	-	False
in	IN	-	-	-	-	-	False
a	DT	-	-	-	-	-	False
drawing	NN	-	-	-	-	-	False
lesson	NN	-	-	-	-	-	False
.	.	-	-	-	-	-	False

Ich	FW	-	-	-	-	-	False
habe	FW	-	-	-	-	-	False
vor	FW	-	-	-	-	-	False
kurzem	FW	-	-	-	-	-	False
eine	FW	-	-	-	-	-	False
tolle	FW	-	-	-	-	-	False
Geschichte	FW	-	-	-	-	-	False
gehört	FW	-	-	-	-	-	False
--	:	-	-	-	-	-	False
ich	FW	-	-	-	-	-	False
erzähle	FW	-	-	-	-	-	False
sie	FW	-	-	-	-	-	False
zu	FW	-	-	-	-	-	False
gern	FW	-	-	-	-	-	False
--	:	-	-	-	-	-	False
über	FW	-	-	-	-	-	False
ein	FW	-	-	-	-	-	False
kleines	FW	klein.a	Size	2282	-	-	False
Mädchen	NNP	-	-	-	Entity	13813	True
,	,	-	-	-	-	-	False
die	VBP	-	-	-	-	-	False
in	IN	-	-	-	-	-	False
Zeichnen	NNP	-	-	-	-	-	False
saß	NNP	-	-	-	-	-	False
.	.	-	-	-	-	-	False
