What	WP	-	-	-	-	-	False
you	PRP	-	-	-	-	-	False
have	VBP	-	-	-	-	-	False
there	EX	-	-	-	-	-	False
is	VBZ	-	-	-	-	-	False
a	DT	-	-	-	-	-	False
person	NN	-	-	-	-	-	False
of	IN	-	-	-	-	-	False
extraordinary	JJ	-	-	-	-	-	False
dedication	NN	-	-	-	-	-	False
who	WP	-	-	-	-	-	False
found	VBD	-	-	-	-	-	False
a	DT	-	-	-	-	-	False
talent	NN	talent.n	Capability	990	-	-	False
.	.	-	-	-	-	-	False

Sie	NNP	-	-	-	-	-	False
ist	NNP	-	-	-	-	-	False
eine	NNP	-	-	-	-	-	False
Person	NNP	-	-	-	-	-	False
mit	FW	-	-	-	-	-	False
außerordentlicher	FW	-	-	-	-	-	False
Hingabe	FW	-	-	-	-	-	False
,	,	-	-	-	-	-	False
die	VBP	-	-	-	-	-	False
ihr	PRP$	-	-	-	-	-	False
Talent	NN	talent.n	Capability	990	-	-	False
gefunden	JJ	-	-	-	-	-	False
hat	NN	-	-	-	-	-	False
.	.	-	-	-	-	-	False
